,alpha,avg_total_deadline,avg_total_paces,avg_total_penalties,avg_total_reward,epsilon,gamma,total_reached_times
85,0.65,28.4090909091,17.0909090909,0.5,28.0227272727,0.05,0.1,22
86,0.65,31.8518518519,20.7777777778,1.62962962963,29.6296296296,0.08,0.1,27
87,0.65,29.0740740741,13.9259259259,0.444444444444,25.2962962963,0.03,0.15,27
88,0.65,31.5,14.5666666667,0.866666666667,24.8,0.05,0.15,30
89,0.65,31.2962962963,16.3333333333,1.03703703704,25.2222222222,0.08,0.15,27
90,0.65,32.5806451613,19.1290322581,0.806451612903,30.4193548387,0.03,0.2,31
91,0.65,29.4642857143,18.1428571429,0.642857142857,29.1785714286,0.05,0.2,28
92,0.65,32.5,15.2857142857,0.857142857143,26.6785714286,0.08,0.2,14
93,0.65,31.6071428571,16.1785714286,1.03571428571,25.7321428571,0.03,0.25,28
94,0.65,34.4736842105,16.8947368421,1.21052631579,26.6578947368,0.05,0.25,19
95,0.65,34.0789473684,18.0526315789,1.18421052632,28.25,0.08,0.25,38
96,0.65,31.4705882353,14.4705882353,1.11764705882,23.2058823529,0.03,0.3,17
97,0.65,36.1904761905,18.2857142857,0.571428571429,30.2142857143,0.05,0.3,21
98,0.65,37.1428571429,22.5714285714,1.52380952381,32.6666666667,0.08,0.3,21
99,0.65,26.9117647059,17.8235294118,1.35294117647,29.0147058824,0.03,0.35,34
100,0.65,32.1428571429,16.619047619,1.0,26.0952380952,0.05,0.35,21
101,0.65,37.6086956522,17.6086956522,1.39130434783,26.5434782609,0.08,0.35,23
102,0.65,32.1428571429,18.0714285714,1.14285714286,27.9285714286,0.03,0.4,28
103,0.65,28.75,16.2222222222,0.611111111111,27.8888888889,0.05,0.4,36
104,0.65,34.5,18.6,1.45,26.8,0.08,0.4,20
105,0.65,31.25,16.5,1.4,24.375,0.03,0.45,20
106,0.65,29.8529411765,16.5,1.20588235294,25.8382352941,0.05,0.45,34
107,0.65,27.9166666667,14.375,0.666666666667,25.3125,0.08,0.45,24
108,0.7,30.2941176471,15.7058823529,0.823529411765,24.5294117647,0.03,0.05,17
109,0.7,29.2,17.2,0.76,28.54,0.05,0.05,25
110,0.7,33.0555555556,15.6944444444,0.888888888889,25.9444444444,0.08,0.05,36
111,0.7,33.4210526316,18.5789473684,1.63157894737,26.5263157895,0.03,0.1,19
112,0.7,31.71875,16.4375,0.6875,26.078125,0.05,0.1,32
113,0.7,29.8148148148,19.8888888889,1.33333333333,29.3518518519,0.08,0.1,27
114,0.7,29.3939393939,18.6060606061,0.909090909091,29.8636363636,0.03,0.15,33
115,0.7,29.7058823529,19.1176470588,0.411764705882,31.0588235294,0.05,0.15,17
116,0.7,32.3913043478,18.8695652174,0.695652173913,28.8695652174,0.08,0.15,23
117,0.7,28.0555555556,15.7777777778,0.722222222222,26.0833333333,0.03,0.2,18
118,0.7,29.5,18.65,1.2,28.5,0.05,0.2,20
119,0.7,28.8333333333,19.8,1.13333333333,30.75,0.08,0.2,30
120,0.7,30.2083333333,17.2916666667,1.25,27.625,0.03,0.25,24
121,0.7,32.6315789474,20.1052631579,1.73684210526,28.0263157895,0.05,0.25,19
122,0.7,32.8260869565,19.8260869565,1.04347826087,31.1739130435,0.08,0.25,23
123,0.7,33.75,17.8333333333,1.125,28.0833333333,0.03,0.3,24
124,0.7,37.1739130435,17.0869565217,1.47826086957,25.1956521739,0.05,0.3,23
125,0.7,36.25,17.0625,1.4375,26.9375,0.08,0.3,16
126,0.7,34.4827586207,21.8275862069,1.55172413793,31.1896551724,0.03,0.35,29
127,0.7,32.6315789474,15.6315789474,0.736842105263,26.4736842105,0.05,0.35,19
128,0.7,31.1538461538,16.7307692308,1.38461538462,26.6923076923,0.08,0.35,26
129,0.7,29.4736842105,18.0526315789,0.315789473684,30.5789473684,0.03,0.4,19
130,0.7,28.8709677419,18.8709677419,1.03225806452,30.3064516129,0.05,0.4,31
131,0.7,32.4285714286,20.0571428571,2.08571428571,29.3857142857,0.08,0.4,35
132,0.7,30.0,20.8846153846,1.07692307692,30.75,0.03,0.45,26
133,0.7,33.6538461538,20.1153846154,1.5,28.8076923077,0.05,0.45,26
134,0.7,30.46875,18.96875,0.96875,29.515625,0.08,0.45,32
135,0.75,32.9545454545,16.6363636364,0.545454545455,27.5,0.03,0.05,22
136,0.75,32.3333333333,15.0333333333,0.533333333333,26.0833333333,0.05,0.05,30
137,0.75,28.9705882353,14.4705882353,0.529411764706,26.8529411765,0.08,0.05,34
138,0.75,31.71875,20.25,1.71875,29.484375,0.03,0.1,32
139,0.75,30.8695652174,18.9565217391,0.695652173913,30.3913043478,0.05,0.1,23
140,0.75,28.2142857143,17.75,1.03571428571,29.6607142857,0.08,0.1,28
141,0.75,32.25,18.15,1.2,27.9,0.03,0.15,40
142,0.75,33.2,18.16,0.96,28.92,0.05,0.15,25
143,0.75,33.1666666667,17.9666666667,1.26666666667,29.8666666667,0.08,0.15,30
144,0.75,34.7058823529,16.5882352941,2.17647058824,23.5882352941,0.03,0.2,17
145,0.75,34.84375,18.03125,1.375,28.453125,0.05,0.2,32
146,0.75,33.0769230769,16.8076923077,1.19230769231,28.6153846154,0.08,0.2,26
147,0.75,33.5714285714,14.2380952381,0.857142857143,24.4523809524,0.03,0.25,21
148,0.75,31.7857142857,18.1071428571,0.892857142857,29.125,0.05,0.25,28
149,0.75,33.6538461538,15.1538461538,0.692307692308,26.3461538462,0.08,0.25,26
150,0.75,33.6538461538,19.0384615385,1.19230769231,29.4038461538,0.03,0.3,26
151,0.75,30.4166666667,17.5555555556,0.944444444444,29.1111111111,0.05,0.3,36
152,0.75,27.962962963,19.1481481481,1.18518518519,29.2592592593,0.08,0.3,27
153,0.75,31.3461538462,19.3461538462,1.15384615385,29.5,0.03,0.35,26
154,0.75,27.6470588235,16.4117647059,0.588235294118,28.4117647059,0.05,0.35,17
155,0.75,31.25,17.5833333333,1.45833333333,25.8541666667,0.08,0.35,24
156,0.75,32.1428571429,14.619047619,0.952380952381,24.4523809524,0.03,0.4,21
157,0.75,31.75,17.9,0.9,27.1,0.05,0.4,20
158,0.75,27.5862068966,16.8620689655,0.862068965517,28.3620689655,0.08,0.4,29
159,0.75,31.7777777778,17.4222222222,0.933333333333,28.8333333333,0.03,0.45,45
160,0.75,33.75,14.75,0.666666666667,26.375,0.05,0.45,24
161,0.75,31.7105263158,19.9210526316,1.36842105263,30.4342105263,0.08,0.45,38
162,0.8,32.5,19.3636363636,1.18181818182,29.7272727273,0.03,0.05,22
163,0.8,31.8181818182,15.4545454545,1.09090909091,25.1136363636,0.05,0.05,22
164,0.8,35.652173913,16.5652173913,1.26086956522,26.0,0.08,0.05,23
165,0.8,32.96875,17.84375,0.9375,28.703125,0.03,0.1,32
166,0.8,31.7105263158,19.6052631579,0.973684210526,30.7236842105,0.05,0.1,38
167,0.8,29.1666666667,16.125,1.08333333333,27.3125,0.08,0.1,24
168,0.8,28.8461538462,19.0,1.26923076923,29.5769230769,0.03,0.15,26
169,0.8,31.9230769231,19.0384615385,1.84615384615,28.2307692308,0.05,0.15,26
170,0.8,31.1764705882,19.2352941176,0.882352941176,31.1470588235,0.08,0.15,17
171,0.8,31.5789473684,16.4210526316,0.842105263158,28.2631578947,0.03,0.2,19
172,0.8,31.5151515152,15.0606060606,0.969696969697,24.7575757576,0.05,0.2,33
173,0.8,32.5806451613,18.6774193548,0.903225806452,28.3225806452,0.08,0.2,31
174,0.8,35.0,18.3714285714,1.17142857143,27.9285714286,0.03,0.25,35
175,0.8,33.1818181818,18.0909090909,0.954545454545,29.3409090909,0.05,0.25,22
176,0.8,30.5555555556,15.4814814815,1.25925925926,24.8703703704,0.08,0.25,27
177,0.8,31.9736842105,19.7631578947,0.894736842105,30.7631578947,0.03,0.3,38
178,0.8,33.3333333333,20.6,1.0,31.3333333333,0.05,0.3,15
179,0.8,35.4545454545,15.9545454545,1.0,25.5,0.08,0.3,22
180,0.8,35.3703703704,21.5925925926,1.40740740741,31.2037037037,0.03,0.35,27
181,0.8,30.652173913,13.4782608696,0.869565217391,24.3913043478,0.05,0.35,23
182,0.8,30.6,20.76,0.92,32.18,0.08,0.35,25
183,0.8,31.0,20.1333333333,0.8,30.8,0.03,0.4,30
184,0.8,31.3513513514,17.027027027,0.675675675676,28.2297297297,0.05,0.4,37
185,0.8,32.0512820513,20.7435897436,1.05128205128,32.3205128205,0.08,0.4,39
186,0.8,34.2,18.84,1.0,29.98,0.03,0.45,25
187,0.8,31.7857142857,18.1785714286,1.17857142857,26.8214285714,0.05,0.45,28
188,0.8,33.0,16.2666666667,1.26666666667,25.5666666667,0.08,0.45,30
189,0.85,29.347826087,14.7391304348,0.913043478261,25.5,0.03,0.05,23
190,0.85,31.0,18.7428571429,1.02857142857,30.1142857143,0.05,0.05,35
191,0.85,30.9375,16.625,0.90625,27.515625,0.08,0.05,32
192,0.85,34.5238095238,20.5714285714,1.33333333333,30.7857142857,0.03,0.1,21
193,0.85,30.9615384615,15.1153846154,0.423076923077,27.3846153846,0.05,0.1,26
194,0.85,30.8064516129,19.4516129032,1.29032258065,29.8548387097,0.08,0.1,31
195,0.85,31.4705882353,16.7058823529,1.23529411765,25.7352941176,0.03,0.15,17
196,0.85,30.2380952381,17.4285714286,0.666666666667,28.6428571429,0.05,0.15,21
197,0.85,30.6,18.36,1.0,28.64,0.08,0.15,25
198,0.85,31.6071428571,19.2142857143,0.892857142857,30.3571428571,0.03,0.2,28
199,0.85,34.0740740741,18.5925925926,1.14814814815,28.7962962963,0.05,0.2,27
200,0.85,33.1666666667,15.6333333333,1.13333333333,26.4166666667,0.08,0.2,30
201,0.85,30.8333333333,21.2916666667,0.666666666667,30.9166666667,0.03,0.25,24
202,0.85,31.5384615385,19.1538461538,1.26923076923,27.8461538462,0.05,0.25,26
203,0.85,34.696969697,18.6060606061,1.15151515152,28.0606060606,0.08,0.25,33
204,0.85,31.5789473684,20.3157894737,1.0,32.1842105263,0.03,0.3,19
205,0.85,30.5555555556,18.5185185185,0.925925925926,29.5185185185,0.05,0.3,27
206,0.85,32.9310344828,15.1034482759,1.0,25.6724137931,0.08,0.3,29
207,0.85,32.1428571429,20.4285714286,1.32142857143,30.7321428571,0.03,0.35,28
208,0.85,31.7391304348,18.1739130435,1.21739130435,28.2608695652,0.05,0.35,23
209,0.85,29.7058823529,17.7647058824,1.05882352941,28.1323529412,0.08,0.35,34
210,0.85,32.9411764706,18.9411764706,1.05882352941,28.0294117647,0.03,0.4,17
211,0.85,30.8333333333,14.2222222222,1.05555555556,24.1111111111,0.05,0.4,18
212,0.85,30.0,15.25,0.714285714286,26.0357142857,0.08,0.4,28
213,0.85,32.2222222222,12.7777777778,1.27777777778,22.8055555556,0.03,0.45,18
214,0.85,30.3703703704,18.5185185185,1.33333333333,28.3333333333,0.05,0.45,27
215,0.85,33.8571428571,16.4,1.08571428571,26.2857142857,0.08,0.45,35
216,0.9,28.8888888889,16.6666666667,0.962962962963,28.0925925926,0.03,0.05,27
217,0.9,30.1470588235,14.4411764706,1.02941176471,24.8676470588,0.05,0.05,34
218,0.9,31.7857142857,17.7142857143,1.0,29.4285714286,0.08,0.05,28
219,0.9,31.09375,18.03125,0.78125,29.71875,0.03,0.1,32
220,0.9,34.4594594595,19.5135135135,1.40540540541,29.2837837838,0.05,0.1,37
221,0.9,31.8518518519,18.4074074074,1.14814814815,29.0,0.08,0.1,27
222,0.9,30.4545454545,14.0454545455,1.04545454545,24.0909090909,0.03,0.15,22
223,0.9,30.8064516129,17.3870967742,1.03225806452,28.1935483871,0.05,0.15,31
224,0.9,30.5555555556,15.3333333333,0.703703703704,26.0925925926,0.08,0.15,27
225,0.9,30.3846153846,15.2692307692,1.0,25.1346153846,0.03,0.2,26
226,0.9,32.7586206897,17.6206896552,1.06896551724,28.7413793103,0.05,0.2,29
227,0.9,30.625,16.0416666667,0.875,27.8333333333,0.08,0.2,24
228,0.9,29.0322580645,18.4193548387,0.645161290323,30.3870967742,0.03,0.25,31
229,0.9,33.5714285714,16.2857142857,0.785714285714,26.75,0.05,0.25,14
230,0.9,33.125,20.4375,1.25,31.21875,0.08,0.25,16
231,0.9,30.4166666667,12.8333333333,0.75,23.4583333333,0.03,0.3,24
232,0.9,32.6785714286,17.75,0.821428571429,29.5178571429,0.05,0.3,28
233,0.9,30.8620689655,18.5172413793,1.0,31.4137931034,0.08,0.3,29
234,0.9,29.2,17.84,1.28,27.12,0.03,0.35,25
235,0.9,32.619047619,21.5714285714,1.09523809524,32.7619047619,0.05,0.35,21
236,0.9,31.1290322581,19.4193548387,1.0,29.6451612903,0.08,0.35,31
237,0.9,31.3888888889,16.8888888889,0.611111111111,27.4444444444,0.03,0.4,18
238,0.9,33.28125,23.625,1.25,35.296875,0.05,0.4,32
239,0.9,28.6206896552,14.5517241379,0.896551724138,25.9137931034,0.08,0.4,29
240,0.9,34.6875,15.8125,1.0,25.5,0.03,0.45,16
241,0.9,29.8,13.84,0.76,23.34,0.05,0.45,25
242,0.9,30.7142857143,18.0714285714,0.75,29.7142857143,0.08,0.45,28
243,0.95,29.0277777778,17.6111111111,0.75,29.5972222222,0.03,0.05,36
244,0.95,30.0,20.9230769231,1.30769230769,32.5,0.05,0.05,26
245,0.95,32.2916666667,17.6666666667,0.833333333333,27.7708333333,0.08,0.05,24
246,0.95,30.1515151515,17.5151515152,0.515151515152,29.6515151515,0.03,0.1,33
247,0.95,33.9473684211,15.5263157895,1.26315789474,25.1315789474,0.05,0.1,19
248,0.95,30.2631578947,16.7368421053,0.868421052632,28.4605263158,0.08,0.1,38
249,0.95,33.75,14.5,0.5,25.6,0.03,0.15,20
250,0.95,36.7307692308,15.3461538462,1.26923076923,22.9423076923,0.05,0.15,26
251,0.95,35.8,17.0,0.92,26.68,0.08,0.15,25
252,0.95,32.7777777778,15.2777777778,1.27777777778,24.6388888889,0.03,0.2,18
253,0.95,30.6818181818,17.5454545455,0.954545454545,28.6136363636,0.05,0.2,22
254,0.95,29.4444444444,19.0555555556,1.11111111111,29.8611111111,0.08,0.2,18
255,0.95,31.0344827586,19.0689655172,1.10344827586,28.9827586207,0.03,0.25,29
256,0.95,31.5384615385,17.7692307692,0.769230769231,28.3653846154,0.05,0.25,26
257,0.95,30.4285714286,18.2,1.37142857143,28.9428571429,0.08,0.25,35
258,0.95,31.8,16.2,0.6,26.52,0.03,0.3,25
259,0.95,30.1388888889,19.2777777778,0.916666666667,30.2222222222,0.05,0.3,36
260,0.95,35.4,20.4,1.84,29.26,0.08,0.3,25
261,0.95,29.4285714286,14.8,0.885714285714,25.3,0.03,0.35,35
262,0.95,32.7941176471,16.3235294118,0.911764705882,28.0441176471,0.05,0.35,34
263,0.95,32.5925925926,17.8148148148,1.48148148148,26.6666666667,0.08,0.35,27
264,0.95,31.935483871,21.5806451613,0.806451612903,33.6935483871,0.03,0.4,31
265,0.95,29.2682926829,16.6341463415,0.634146341463,28.6585365854,0.05,0.4,41
266,0.95,32.1666666667,19.5,1.16666666667,29.8666666667,0.08,0.4,30
267,0.95,28.2692307692,17.4615384615,0.692307692308,28.9615384615,0.03,0.45,26
268,0.95,34.8387096774,27.0,1.45161290323,38.5483870968,0.05,0.45,31
269,0.95,32.2222222222,17.0,0.962962962963,27.8148148148,0.08,0.45,27
